"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
4.18,0.15665,0.53839,0,0,0,58.785,5.4295,0.046616,0.005185,1,0.17748
4.0569,0.1482,0.53222,0,0,0,56.802,5.31,0.046066,0.0028042,1,0.18096
3.936,0.13948,0.52554,0,0,0,54.825,5.1876,0.045493,0.00036935,1,0.18444
3.82,0.1302,0.51773,0,0,0,52.864,5.0589,0.044868,-0.0021813,1,0.18792
3.7041,0.12092,0.50993,0,0,0,50.903,4.9303,0.044244,-0.0047319,1,0.1914
3.5881,0.11164,0.50213,0,0,0,48.941,4.8016,0.043619,-0.0072825,1,0.19488
3.4721,0.10236,0.49433,0,0,0,46.98,4.673,0.042995,-0.0098332,1,0.19836
3.3604,0.092801,0.48589,0,0,0,45.079,4.5426,0.042334,-0.01243,1,0.20184
3.2524,0.082987,0.47688,0,0,0,43.231,4.4108,0.041641,-0.015067,1,0.20532
3.1444,0.073172,0.46786,0,0,0,41.384,4.279,0.040948,-0.017704,1,0.2088
3.0365,0.063357,0.45885,0,0,0,39.537,4.1472,0.040255,-0.020341,1,0.21228
2.9285,0.053543,0.44984,0,0,0,37.689,4.0154,0.039562,-0.022978,1,0.21576
2.8268,0.043535,0.44021,0,0,0,35.972,3.8849,0.038828,-0.025605,1,0.21924
2.7273,0.033458,0.43035,0,0,0,34.301,3.755,0.038079,-0.028229,1,0.22272
2.6277,0.023381,0.4205,0,0,0,32.629,3.6251,0.03733,-0.030852,1,0.2262
2.5282,0.013305,0.41064,0,0,0,30.958,3.4952,0.036581,-0.033475,1,0.22968
2.4287,0.0032279,0.40079,0,0,0,29.287,3.3652,0.035831,-0.036099,1,0.23316
2.3375,-0.0068565,0.39043,0,0,0,27.818,3.2409,0.035042,-0.038612,1,0.23664
2.2467,-0.016941,0.38006,0,0,0,26.359,3.1169,0.03425,-0.041119,1,0.24012
2.1559,-0.027026,0.36968,0,0,0,24.9,2.9929,0.033459,-0.043627,1,0.2436
2.0651,-0.037111,0.3593,0,0,0,23.441,2.8689,0.032667,-0.046134,1,0.24708
1.9757,-0.047159,0.34888,0,0,0,22.019,2.7463,0.031871,-0.048608,1,0.25056
1.8937,-0.057017,0.33826,0,0,0,20.788,2.6313,0.031052,-0.050908,1,0.25404
1.8117,-0.066875,0.32764,0,0,0,19.557,2.5162,0.030233,-0.053208,1,0.25752
1.7297,-0.076733,0.31702,0,0,0,18.326,2.4011,0.029414,-0.055507,1,0.261
1.6477,-0.086591,0.3064,0,0,0,17.095,2.2861,0.028594,-0.057807,1,0.26448
1.5689,-0.096282,0.29579,0,0,0,15.948,2.1751,0.027771,-0.060007,1,0.26796
1.4957,-0.10569,0.28518,0,0,0,14.943,2.0712,0.02694,-0.062035,1,0.27144
1.4225,-0.1151,0.27458,0,0,0,13.937,1.9672,0.026109,-0.064064,1,0.27492
1.3492,-0.12451,0.26398,0,0,0,12.932,1.8632,0.025278,-0.066093,1,0.2784
1.276,-0.13392,0.25337,0,0,0,11.927,1.7593,0.024447,-0.068122,1,0.28188
1.2079,-0.14296,0.24293,0,0,0,11.045,1.6626,0.023621,-0.069986,1,0.28536
1.1435,-0.15172,0.2326,0,0,0,10.252,1.5712,0.022798,-0.071733,1,0.28884
1.079,-0.16048,0.22226,0,0,0,9.4595,1.4798,0.021976,-0.073479,1,0.29232
1.0146,-0.16924,0.21193,0,0,0,8.6667,1.3884,0.021153,-0.075225,1,0.2958
0.95017,-0.17801,0.2016,0,0,0,7.874,1.297,0.02033,-0.076971,1,0.29928
0.89282,-0.18609,0.19171,0,0,0,7.2343,1.2164,0.019536,-0.078453,1,0.30276
0.83732,-0.19399,0.18192,0,0,0,6.6345,1.1386,0.018748,-0.079866,1,0.30624
0.78182,-0.20189,0.17214,0,0,0,6.0348,1.0607,0.017961,-0.081279,1,0.30972
0.72633,-0.2098,0.16236,0,0,0,5.435,0.98294,0.017173,-0.082692,1,0.3132
0.67087,-0.21769,0.15258,0,0,0,4.8359,0.90519,0.016386,-0.084103,1,0.31668
0.62476,-0.22443,0.14369,0,0,0,4.4069,0.8419,0.015671,-0.085077,1,0.32016
0.57865,-0.23117,0.1348,0,0,0,3.9779,0.7786,0.014957,-0.086051,1,0.32364
0.53255,-0.23791,0.1259,0,0,0,3.5489,0.71531,0.014242,-0.087025,1,0.32712
0.48644,-0.24465,0.11701,0,0,0,3.1198,0.65201,0.013527,-0.087999,1,0.3306
0.44251,-0.25105,0.1084,0,0,0,2.7224,0.59201,0.01284,-0.088858,1,0.33408
0.40653,-0.25621,0.10083,0,0,0,2.4404,0.54407,0.012252,-0.089299,1,0.33756
0.37055,-0.26136,0.093257,0,0,0,2.1584,0.49613,0.011664,-0.089739,1,0.34104
0.33457,-0.26652,0.085685,0,0,0,1.8764,0.44819,0.011076,-0.090179,1,0.34452
0.29859,-0.27167,0.078113,0,0,0,1.5944,0.40025,0.010488,-0.09062,1,0.348
