"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
0.05908,-0.4607,0.022594,0,0,0,0.45214,0.14918,0.0077716,-0.19282,1,0.22272
0.051634,-0.45564,0.019777,0,0,0,0.338,0.13807,0.008567,-0.18677,1,0.2262
0.047162,-0.45024,0.018094,0,0,0,0.27934,0.13204,0.0093553,-0.18095,1,0.22968
0.042689,-0.44484,0.016411,0,0,0,0.22067,0.12601,0.010144,-0.17514,1,0.23316
0.039859,-0.43944,0.015365,0,0,0,0.19041,0.1227,0.010841,-0.17002,1,0.23664
0.037114,-0.43403,0.014352,0,0,0,0.16163,0.11953,0.011534,-0.16494,1,0.24012
0.034827,-0.42873,0.013513,0,0,0,0.13981,0.11702,0.012195,-0.1602,1,0.2436
0.032907,-0.42351,0.012813,0,0,0,0.12354,0.11504,0.012831,-0.15573,1,0.24708
0.031061,-0.41832,0.012141,0,0,0,0.10826,0.11316,0.01346,-0.15133,1,0.25056
0.029605,-0.41334,0.011615,0,0,0,0.098117,0.11176,0.014055,-0.14732,1,0.25404
0.028149,-0.40836,0.011089,0,0,0,0.087975,0.11036,0.01465,-0.14332,1,0.25752
0.026916,-0.40357,0.010646,0,0,0,0.080414,0.1092,0.015218,-0.13963,1,0.261
0.025751,-0.39884,0.010228,0,0,0,0.073639,0.10812,0.015778,-0.13604,1,0.26448
0.024659,-0.3942,0.0098377,0,0,0,0.067609,0.1071,0.016327,-0.13257,1,0.26796
0.023691,-0.38972,0.0094927,0,0,0,0.062836,0.10619,0.01686,-0.12933,1,0.27144
0.022724,-0.38524,0.0091476,0,0,0,0.058064,0.10528,0.017393,-0.12608,1,0.27492
0.021897,-0.38099,0.0088526,0,0,0,0.054531,0.10448,0.017906,-0.12315,1,0.2784
0.021073,-0.37674,0.0085587,0,0,0,0.051027,0.10368,0.018417,-0.12022,1,0.28188
0.020311,-0.37263,0.0082869,0,0,0,0.048013,0.10292,0.018907,-0.11747,1,0.28536
0.019595,-0.36861,0.0080309,0,0,0,0.045352,0.1022,0.01938,-0.11485,1,0.28884
0.018845,-0.3643,0.0079997,0,0,0,0.042641,0.10142,0.019902,-0.11206,1,0.29232
0.017949,-0.35873,0.0089423,0,0,0,0.039718,0.10043,0.020632,-0.10849,1,0.2958
0.017053,-0.35316,0.0098848,0,0,0,0.036796,0.099441,0.021361,-0.10493,1,0.29928
0.016496,-0.34972,0.0106,0,0,0,0.035136,0.098822,0.021827,-0.10273,1,0.30276
0.016194,-0.34785,0.010947,0,0,0,0.034272,0.098488,0.022083,-0.10154,1,0.30624
0.01597,-0.34646,0.011062,0,0,0,0.033697,0.098246,0.022278,-0.10066,1,0.30972
0.015755,-0.34512,0.011148,0,0,0,0.033157,0.098016,0.022466,-0.099826,1,0.3132
0.01554,-0.34378,0.011233,0,0,0,0.032616,0.097785,0.022655,-0.098989,1,0.31668
0.014985,-0.33966,0.010919,0,0,0,0.031237,0.097029,0.023195,-0.096562,1,0.32016
0.014432,-0.33556,0.010606,0,0,0,0.029861,0.096276,0.023734,-0.094141,1,0.32364
0.013878,-0.33146,0.010294,0,0,0,0.028485,0.095522,0.024273,-0.09172,1,0.32712
0.013325,-0.32735,0.0099809,0,0,0,0.027109,0.094769,0.024812,-0.089299,1,0.3306
0.012817,-0.32351,0.0096917,0,0,0,0.025869,0.094059,0.02532,-0.087061,1,0.33408
0.012474,-0.32063,0.0094883,0,0,0,0.025127,0.093509,0.025715,-0.085495,1,0.33756
0.012131,-0.31774,0.009285,0,0,0,0.024385,0.092959,0.02611,-0.083929,1,0.34104
0.011788,-0.31486,0.0090816,0,0,0,0.023642,0.092409,0.026506,-0.082363,1,0.34452
0.011445,-0.31197,0.0088783,0,0,0,0.0229,0.091859,0.026901,-0.080798,1,0.348
