"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
1.3428,-0.31541,0.40822,0,0,0,54.591,2.7467,0.012439,-0.21287,1,0.16356
1.1314,-0.34674,0.35318,0,0,0,42.937,2.3099,0.01127,-0.22078,1,0.16704
0.95612,-0.37396,0.30432,0,0,0,34.458,1.9467,0.010146,-0.227,1,0.17052
0.78083,-0.40119,0.25545,0,0,0,25.98,1.5834,0.0090216,-0.23323,1,0.174
0.636,-0.42377,0.21289,0,0,0,19.748,1.286,0.0080114,-0.23721,1,0.17748
0.50345,-0.44449,0.17287,0,0,0,14.423,1.0152,0.0070472,-0.24028,1,0.18096
0.38588,-0.46219,0.13672,0,0,0,9.9175,0.77713,0.0062059,-0.24184,1,0.18444
0.30043,-0.47344,0.10883,0,0,0,7.1669,0.60912,0.0056284,-0.24016,1,0.18792
0.21498,-0.48469,0.080948,0,0,0,4.4163,0.44112,0.0050509,-0.23847,1,0.1914
0.16857,-0.48711,0.064806,0,0,0,3.1779,0.35504,0.0050414,-0.23366,1,0.19488
0.12541,-0.4888,0.04964,0,0,0,2.0651,0.27576,0.0050792,-0.2286,1,0.19836
0.095564,-0.4876,0.038924,0,0,0,1.3424,0.22247,0.0054283,-0.22285,1,0.20184
0.077586,-0.48384,0.032173,0,0,0,0.96727,0.19233,0.0060549,-0.21649,1,0.20532
0.061014,-0.47985,0.025938,0,0,0,0.62527,0.16473,0.0067145,-0.21007,1,0.2088
0.053512,-0.47436,0.023026,0,0,0,0.49689,0.1535,0.0075872,-0.20332,1,0.21228
0.046009,-0.46887,0.020115,0,0,0,0.36852,0.14227,0.0084598,-0.19657,1,0.21576
0.041244,-0.46318,0.018274,0,0,0,0.2958,0.13568,0.0092855,-0.19025,1,0.21924
0.037444,-0.45742,0.016812,0,0,0,0.24271,0.13072,0.010095,-0.18408,1,0.22272
0.034128,-0.45169,0.01554,0,0,0,0.19878,0.12655,0.010871,-0.1782,1,0.2262
0.031734,-0.44603,0.01463,0,0,0,0.17226,0.12386,0.011585,-0.17286,1,0.22968
0.029339,-0.44038,0.01372,0,0,0,0.14574,0.12117,0.012299,-0.16753,1,0.23316
0.027601,-0.43495,0.013061,0,0,0,0.12995,0.11938,0.012959,-0.16281,1,0.23664
0.025898,-0.42954,0.012416,0,0,0,0.11473,0.11764,0.013616,-0.15812,1,0.24012
0.024415,-0.42429,0.011854,0,0,0,0.10262,0.11616,0.014249,-0.15372,1,0.2436
0.02311,-0.41916,0.01136,0,0,0,0.093016,0.11488,0.014862,-0.14954,1,0.24708
0.021845,-0.41408,0.010881,0,0,0,0.083911,0.11364,0.015469,-0.14543,1,0.25056
0.020796,-0.40923,0.010482,0,0,0,0.077422,0.1126,0.016045,-0.14169,1,0.25404
0.019746,-0.40438,0.010083,0,0,0,0.070934,0.11157,0.01662,-0.13795,1,0.25752
0.018833,-0.39974,0.0097347,0,0,0,0.065882,0.11064,0.017172,-0.13451,1,0.261
0.017961,-0.39516,0.0094014,0,0,0,0.061267,0.10974,0.017718,-0.13115,1,0.26448
0.017139,-0.39067,0.0090857,0,0,0,0.057097,0.10888,0.018254,-0.1279,1,0.26796
0.0164,-0.38634,0.0087996,0,0,0,0.053678,0.10807,0.018775,-0.12487,1,0.27144
0.01566,-0.38201,0.0085136,0,0,0,0.05026,0.10726,0.019296,-0.12183,1,0.27492
0.015021,-0.37791,0.008262,0,0,0,0.047626,0.10651,0.019798,-0.11908,1,0.2784
0.014385,-0.37382,0.0080113,0,0,0,0.045011,0.10576,0.0203,-0.11634,1,0.28188
0.013796,-0.36985,0.0077763,0,0,0,0.042721,0.10503,0.020777,-0.11378,1,0.28536
0.013241,-0.36598,0.0075525,0,0,0,0.040665,0.10432,0.021237,-0.11133,1,0.28884
0.012665,-0.36186,0.0075405,0,0,0,0.038571,0.10356,0.021739,-0.10875,1,0.29232
0.011994,-0.3567,0.0084454,0,0,0,0.036313,0.10261,0.022426,-0.10554,1,0.2958
0.011323,-0.35154,0.0093503,0,0,0,0.034055,0.10166,0.023114,-0.10232,1,0.29928
0.010866,-0.34802,0.010158,0,0,0,0.03263,0.10098,0.023605,-0.10012,1,0.30276
0.010636,-0.34625,0.010505,0,0,0,0.031946,0.10064,0.023853,-0.099024,1,0.30624
0.010445,-0.34478,0.010719,0,0,0,0.031397,0.10037,0.02406,-0.098119,1,0.30972
0.010278,-0.34349,0.010812,0,0,0,0.030951,0.10013,0.024242,-0.09734,1,0.3132
0.01011,-0.34221,0.010904,0,0,0,0.030506,0.099889,0.024424,-0.096561,1,0.31668
0.0097011,-0.3382,0.010608,0,0,0,0.02932,0.099094,0.024944,-0.094261,1,0.32016
0.009293,-0.3342,0.010313,0,0,0,0.028138,0.098302,0.025463,-0.091967,1,0.32364
0.008885,-0.3302,0.010019,0,0,0,0.026956,0.097509,0.025982,-0.089672,1,0.32712
0.008477,-0.32621,0.009724,0,0,0,0.025773,0.096716,0.026501,-0.087378,1,0.3306
0.008106,-0.32246,0.0094512,0,0,0,0.024704,0.095968,0.026989,-0.085261,1,0.33408
0.0078705,-0.31966,0.0092588,0,0,0,0.024048,0.095388,0.027361,-0.08379,1,0.33756
0.007635,-0.31686,0.0090663,0,0,0,0.023392,0.094807,0.027733,-0.082319,1,0.34104
0.0073995,-0.31405,0.0088739,0,0,0,0.022736,0.094226,0.028105,-0.080849,1,0.34452
0.007164,-0.31125,0.0086815,0,0,0,0.02208,0.093646,0.028477,-0.079378,1,0.348
