"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
2.3354,-0.14281,0.61312,0,0,0,88.261,4.5482,0.020553,-0.14484,1,0.16356
2.1117,-0.17172,0.56528,0,0,0,76.884,4.1226,0.019474,-0.15281,1,0.16704
1.9115,-0.19928,0.51998,0,0,0,67.32,3.731,0.018351,-0.16019,1,0.17052
1.7113,-0.22684,0.47469,0,0,0,57.757,3.3395,0.017228,-0.16757,1,0.174
1.5294,-0.25289,0.43167,0,0,0,49.594,2.9801,0.016095,-0.17421,1,0.17748
1.355,-0.27832,0.38957,0,0,0,41.996,2.6338,0.014957,-0.18057,1,0.18096
1.1886,-0.30287,0.34864,0,0,0,34.976,2.3034,0.013828,-0.18652,1,0.18444
1.0398,-0.32552,0.31025,0,0,0,29.197,2.0072,0.012717,-0.1916,1,0.18792
0.89099,-0.34817,0.27186,0,0,0,23.418,1.7111,0.011607,-0.19668,1,0.1914
0.76651,-0.3675,0.23766,0,0,0,19.146,1.4654,0.010576,-0.20039,1,0.19488
0.64404,-0.38656,0.20381,0,0,0,15,1.2238,0.0095511,-0.20398,1,0.19836
0.53641,-0.40314,0.17304,0,0,0,11.612,1.0135,0.0086184,-0.20656,1,0.20184
0.44201,-0.41751,0.14502,0,0,0,8.8987,0.83094,0.0077674,-0.20824,1,0.20532
0.35163,-0.43105,0.118,0,0,0,6.3457,0.65674,0.0069596,-0.20955,1,0.2088
0.2872,-0.43925,0.097476,0,0,0,4.8237,0.53651,0.0064305,-0.20842,1,0.21228
0.22276,-0.44745,0.076948,0,0,0,3.3016,0.41627,0.0059015,-0.20729,1,0.21576
0.17892,-0.45087,0.062397,0,0,0,2.3873,0.33729,0.0057443,-0.20427,1,0.21924
0.14235,-0.45261,0.049954,0,0,0,1.6872,0.27285,0.0057183,-0.20058,1,0.22272
0.11237,-0.45286,0.039639,0,0,0,1.133,0.22078,0.0058709,-0.19644,1,0.2262
0.094892,-0.45025,0.033365,0,0,0,0.85596,0.19221,0.0063627,-0.19145,1,0.22968
0.077417,-0.44765,0.027091,0,0,0,0.57892,0.16364,0.0068545,-0.18645,1,0.23316
0.068809,-0.44335,0.023931,0,0,0,0.46275,0.15072,0.0075878,-0.1811,1,0.23664
0.060664,-0.43895,0.020934,0,0,0,0.355,0.13861,0.0083338,-0.17572,1,0.24012
0.05463,-0.43429,0.018721,0,0,0,0.28073,0.13006,0.0090674,-0.17055,1,0.2436
0.050286,-0.42941,0.017138,0,0,0,0.23326,0.12437,0.009791,-0.16554,1,0.24708
0.046197,-0.42452,0.01565,0,0,0,0.1895,0.11908,0.010502,-0.16063,1,0.25056
0.043441,-0.4196,0.014664,0,0,0,0.16509,0.11595,0.011143,-0.15622,1,0.25404
0.040685,-0.41469,0.013677,0,0,0,0.14067,0.11282,0.011785,-0.15181,1,0.25752
0.038542,-0.40986,0.012918,0,0,0,0.12403,0.11056,0.01239,-0.14777,1,0.261
0.036586,-0.40507,0.012228,0,0,0,0.10976,0.10857,0.012983,-0.14384,1,0.26448
0.034802,-0.40035,0.011601,0,0,0,0.097423,0.1068,0.013565,-0.14005,1,0.26796
0.033309,-0.39575,0.011081,0,0,0,0.088342,0.1054,0.014125,-0.13651,1,0.27144
0.031816,-0.39115,0.010561,0,0,0,0.079261,0.104,0.014686,-0.13296,1,0.27492
0.030609,-0.38676,0.010146,0,0,0,0.073046,0.10292,0.01522,-0.12976,1,0.2784
0.02941,-0.38237,0.0097333,0,0,0,0.0669,0.10184,0.015753,-0.12656,1,0.28188
0.028326,-0.37811,0.0093633,0,0,0,0.061789,0.10088,0.016266,-0.12356,1,0.28536
0.027325,-0.37393,0.0090236,0,0,0,0.057422,0.099998,0.016763,-0.12069,1,0.28884
0.026266,-0.36938,0.0089308,0,0,0,0.052977,0.099064,0.017318,-0.11758,1,0.29232
0.024957,-0.36316,0.0099067,0,0,0,0.048196,0.097903,0.018127,-0.11343,1,0.2958
0.023648,-0.35695,0.010883,0,0,0,0.043415,0.096741,0.018935,-0.10928,1,0.29928
0.023181,-0.35463,0.011205,0,0,0,0.041818,0.096317,0.019241,-0.10774,1,0.30276
0.022935,-0.35332,0.011357,0,0,0,0.041051,0.096086,0.019416,-0.10689,1,0.30624
0.022648,-0.35184,0.011541,0,0,0,0.04016,0.095824,0.019614,-0.10592,1,0.30972
0.022301,-0.35012,0.011753,0,0,0,0.039088,0.095518,0.019844,-0.10479,1,0.3132
0.021964,-0.34845,0.011935,0,0,0,0.038048,0.095225,0.020067,-0.10371,1,0.31668
0.021216,-0.34406,0.011571,0,0,0,0.036126,0.094465,0.020639,-0.10102,1,0.32016
0.020469,-0.33967,0.01121,0,0,0,0.034206,0.093706,0.021209,-0.098346,1,0.32364
0.019722,-0.33528,0.010849,0,0,0,0.032287,0.092948,0.021779,-0.095669,1,0.32712
0.018975,-0.3309,0.010488,0,0,0,0.030368,0.092189,0.022349,-0.092993,1,0.3306
0.01829,-0.3268,0.010156,0,0,0,0.028656,0.091481,0.022885,-0.090527,1,0.33408
0.017832,-0.3238,0.0099323,0,0,0,0.027705,0.090959,0.023296,-0.088833,1,0.33756
0.017374,-0.32079,0.0097081,0,0,0,0.026754,0.090436,0.023708,-0.087139,1,0.34104
0.016915,-0.31778,0.0094839,0,0,0,0.025803,0.089914,0.024119,-0.085445,1,0.34452
0.016457,-0.31477,0.0092597,0,0,0,0.024852,0.089391,0.02453,-0.083751,1,0.348
