"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
-0.14182,-0.56155,0.0086596,0,0,0,0.13531,0.17357,0.016199,-0.25007,1,0.1914
-0.13845,-0.55643,0.0082782,0,0,0,0.12366,0.1718,0.016469,-0.24536,1,0.19488
-0.13362,-0.54932,0.010101,0,0,0,0.11006,0.16938,0.016852,-0.23889,1,0.19836
-0.13011,-0.54431,0.011786,0,0,0,0.1012,0.16766,0.017122,-0.23434,1,0.20184
-0.12862,-0.5422,0.012401,0,0,0,0.097918,0.16695,0.017234,-0.23244,1,0.20532
-0.12677,-0.53968,0.01267,0,0,0,0.094387,0.16608,0.017349,-0.23015,1,0.2088
-0.12194,-0.53287,0.01216,0,0,0,0.086673,0.16378,0.017628,-0.22414,1,0.21228
-0.11712,-0.52607,0.01165,0,0,0,0.07896,0.16149,0.017907,-0.21814,1,0.21576
-0.11313,-0.52044,0.011269,0,0,0,0.073741,0.15961,0.018116,-0.21338,1,0.21924
-0.10945,-0.51523,0.010934,0,0,0,0.069402,0.15787,0.0183,-0.20905,1,0.22272
-0.10578,-0.51003,0.01061,0,0,0,0.065385,0.15614,0.018482,-0.20478,1,0.2262
-0.10215,-0.50482,0.010311,0,0,0,0.061982,0.15442,0.018657,-0.20062,1,0.22968
-0.098519,-0.49962,0.010013,0,0,0,0.058578,0.1527,0.018832,-0.19645,1,0.23316
-0.094987,-0.49443,0.0097426,0,0,0,0.055818,0.15101,0.019003,-0.19244,1,0.23664
-0.09146,-0.48924,0.0094742,0,0,0,0.053091,0.14932,0.019173,-0.18844,1,0.24012
-0.088009,-0.48408,0.0092201,0,0,0,0.050643,0.14765,0.019342,-0.18454,1,0.2436
-0.084619,-0.47893,0.0089774,0,0,0,0.048417,0.146,0.01951,-0.18071,1,0.24708
-0.081254,-0.47379,0.0087383,0,0,0,0.046253,0.14436,0.019678,-0.17691,1,0.25056
-0.078022,-0.4687,0.0085175,0,0,0,0.044407,0.14275,0.019847,-0.17326,1,0.25404
-0.074791,-0.46361,0.0082967,0,0,0,0.042561,0.14114,0.020015,-0.16961,1,0.25752
-0.071692,-0.45858,0.0080902,0,0,0,0.040939,0.13957,0.020185,-0.1661,1,0.261
-0.068634,-0.45356,0.0078881,0,0,0,0.039386,0.13801,0.020356,-0.16262,1,0.26448
-0.065642,-0.44857,0.0076919,0,0,0,0.037919,0.13648,0.020529,-0.15921,1,0.26796
-0.062764,-0.44364,0.0075057,0,0,0,0.036596,0.13497,0.020704,-0.15591,1,0.27144
-0.059886,-0.43871,0.0073195,0,0,0,0.035273,0.13347,0.02088,-0.15261,1,0.27492
-0.057188,-0.43388,0.0071467,0,0,0,0.03413,0.13202,0.021061,-0.1495,1,0.2784
-0.054493,-0.42905,0.0069741,0,0,0,0.032991,0.13057,0.021243,-0.1464,1,0.28188
-0.051903,-0.42429,0.0068086,0,0,0,0.031938,0.12915,0.021415,-0.14342,1,0.28536
-0.049386,-0.41958,0.0066482,0,0,0,0.030947,0.12776,0.021581,-0.14054,1,0.28884
-0.0467,-0.41447,0.0067495,0,0,0,0.029907,0.12626,0.021774,-0.1374,1,0.29232
-0.043274,-0.40762,0.0079841,0,0,0,0.02865,0.12428,0.022082,-0.1332,1,0.2958
-0.039849,-0.40078,0.0092186,0,0,0,0.027394,0.12231,0.02239,-0.12899,1,0.29928
-0.037637,-0.39664,0.010104,0,0,0,0.026657,0.12111,0.0226,-0.12644,1,0.30276
-0.036484,-0.3944,0.010542,0,0,0,0.026262,0.12046,0.022717,-0.12508,1,0.30624
-0.035636,-0.39272,0.01069,0,0,0,0.025986,0.11998,0.02279,-0.12407,1,0.30972
-0.034805,-0.39107,0.010819,0,0,0,0.025716,0.11951,0.022861,-0.12308,1,0.3132
-0.033973,-0.38942,0.010948,0,0,0,0.025447,0.11903,0.022931,-0.12209,1,0.31668
-0.031688,-0.38405,0.010663,0,0,0,0.024688,0.11754,0.023184,-0.11907,1,0.32016
-0.029408,-0.3787,0.010379,0,0,0,0.023932,0.11605,0.023435,-0.11606,1,0.32364
-0.027128,-0.37335,0.010095,0,0,0,0.023175,0.11456,0.023687,-0.11305,1,0.32712
-0.024848,-0.36799,0.009811,0,0,0,0.022418,0.11307,0.023939,-0.11004,1,0.3306
-0.022742,-0.36295,0.0095465,0,0,0,0.021724,0.11167,0.024182,-0.10724,1,0.33408
-0.021274,-0.35906,0.0093529,0,0,0,0.021256,0.11062,0.024392,-0.1052,1,0.33756
-0.019806,-0.35518,0.0091593,0,0,0,0.020788,0.10956,0.024601,-0.10316,1,0.34104
-0.018338,-0.35129,0.0089657,0,0,0,0.02032,0.10851,0.024811,-0.10112,1,0.34452
-0.01687,-0.3474,0.0087721,0,0,0,0.019852,0.10745,0.025021,-0.099082,1,0.348
