"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
3.1435,0.093293,0.38961,0,0,0,30.705,3.7957,0.044185,-0.0017693,1,0.22272
3.0557,0.085895,0.38435,0,0,0,29.6,3.7019,0.043571,-0.003996,1,0.2262
2.968,0.078497,0.3791,0,0,0,28.495,3.6082,0.042957,-0.0062227,1,0.22968
2.8802,0.071098,0.37384,0,0,0,27.39,3.5144,0.042342,-0.0084494,1,0.23316
2.7976,0.063426,0.36785,0,0,0,26.359,3.4205,0.041688,-0.010581,1,0.23664
2.7153,0.055739,0.36182,0,0,0,25.333,3.3266,0.041031,-0.012708,1,0.24012
2.6329,0.048052,0.35579,0,0,0,24.307,3.2327,0.040374,-0.014834,1,0.2436
2.5506,0.040364,0.34976,0,0,0,23.281,3.1388,0.039717,-0.016961,1,0.24708
2.4692,0.032656,0.34364,0,0,0,22.271,3.0453,0.039055,-0.019068,1,0.25056
2.3926,0.024838,0.33703,0,0,0,21.344,2.9538,0.038363,-0.021071,1,0.25404
2.316,0.01702,0.33042,0,0,0,20.418,2.8622,0.037671,-0.023075,1,0.25752
2.2394,0.0092022,0.32381,0,0,0,19.492,2.7706,0.036979,-0.025078,1,0.261
2.1628,0.0013842,0.3172,0,0,0,18.565,2.6791,0.036288,-0.027081,1,0.26448
2.0883,-0.0064287,0.31044,0,0,0,17.681,2.5891,0.035586,-0.029031,1,0.26796
2.0176,-0.014233,0.30342,0,0,0,16.866,2.5018,0.034868,-0.030888,1,0.27144
1.9469,-0.022037,0.29641,0,0,0,16.051,2.4145,0.03415,-0.032746,1,0.27492
1.8762,-0.029841,0.28939,0,0,0,15.236,2.3272,0.033431,-0.034603,1,0.2784
1.8055,-0.037645,0.28238,0,0,0,14.422,2.24,0.032713,-0.036461,1,0.28188
1.7382,-0.045363,0.27523,0,0,0,13.674,2.156,0.031985,-0.038218,1,0.28536
1.6735,-0.053018,0.26797,0,0,0,12.975,2.0746,0.03125,-0.039904,1,0.28884
1.6087,-0.060674,0.26072,0,0,0,12.277,1.9931,0.030514,-0.041589,1,0.29232
1.544,-0.068329,0.25347,0,0,0,11.578,1.9116,0.029779,-0.043275,1,0.2958
1.4792,-0.075985,0.24622,0,0,0,10.879,1.8301,0.029044,-0.044961,1,0.29928
1.4193,-0.083422,0.23889,0,0,0,10.27,1.7541,0.028303,-0.04649,1,0.30276
1.3605,-0.090801,0.23156,0,0,0,9.6853,1.6795,0.027561,-0.047979,1,0.30624
1.3018,-0.098181,0.22422,0,0,0,9.1004,1.6049,0.026818,-0.049467,1,0.30972
1.243,-0.10556,0.21688,0,0,0,8.5155,1.5303,0.026076,-0.050956,1,0.3132
1.1843,-0.11294,0.20954,0,0,0,7.9309,1.4558,0.025334,-0.052444,1,0.31668
1.1316,-0.11992,0.20227,0,0,0,7.4541,1.3889,0.024597,-0.053712,1,0.32016
1.0789,-0.1269,0.19499,0,0,0,6.9772,1.322,0.023859,-0.054981,1,0.32364
1.0262,-0.13387,0.18771,0,0,0,6.5003,1.2551,0.023122,-0.05625,1,0.32712
0.97349,-0.14085,0.18044,0,0,0,6.0234,1.1882,0.022384,-0.057519,1,0.3306
0.92209,-0.14771,0.17321,0,0,0,5.5679,1.1231,0.021651,-0.058735,1,0.33408
0.87548,-0.15415,0.16616,0,0,0,5.1905,1.0645,0.020933,-0.059761,1,0.33756
0.82888,-0.16059,0.1591,0,0,0,4.8131,1.0058,0.020215,-0.060788,1,0.34104
0.78227,-0.16703,0.15204,0,0,0,4.4357,0.94722,0.019497,-0.061814,1,0.34452
0.73566,-0.17347,0.14499,0,0,0,4.0582,0.88859,0.018779,-0.06284,1,0.348
