"U:0","U:1","U:2","disk:volumeForce:0","disk:volumeForce:1","disk:volumeForce:2","epsilon","k","nut","p","vtkValidPointMask","arc_length"
-0.0095377,-0.36416,0.0068181,0,0,0,0.033648,0.11058,0.026213,-0.10529,1,0.29232
-0.0092946,-0.35873,0.0080248,0,0,0,0.031838,0.10929,0.026782,-0.10232,1,0.2958
-0.0090516,-0.35331,0.0092315,0,0,0,0.030028,0.10799,0.02735,-0.099344,1,0.29928
-0.0089326,-0.35105,0.0096788,0,0,0,0.029313,0.10744,0.027577,-0.098118,1,0.30276
-0.0088677,-0.34969,0.0098889,0,0,0,0.028904,0.1071,0.027712,-0.097381,1,0.30624
-0.008818,-0.34837,0.010072,0,0,0,0.028511,0.10678,0.027845,-0.096666,1,0.30972
-0.0087782,-0.34708,0.010236,0,0,0,0.028127,0.10647,0.027978,-0.095967,1,0.3132
-0.0087443,-0.3458,0.010387,0,0,0,0.027747,0.10616,0.02811,-0.095273,1,0.31668
-0.0084561,-0.34201,0.010131,0,0,0,0.026824,0.10521,0.028442,-0.093333,1,0.32016
-0.008168,-0.33823,0.0098743,0,0,0,0.025901,0.10427,0.028775,-0.091394,1,0.32364
-0.0078798,-0.33445,0.0096177,0,0,0,0.024978,0.10332,0.029107,-0.089455,1,0.32712
-0.0075917,-0.33067,0.0093611,0,0,0,0.024055,0.10237,0.029439,-0.087515,1,0.3306
-0.0073102,-0.3271,0.0091222,0,0,0,0.023211,0.10147,0.029751,-0.085712,1,0.33408
-0.0070528,-0.32434,0.0089476,0,0,0,0.02266,0.10077,0.029989,-0.08441,1,0.33756
-0.0067954,-0.32158,0.0087731,0,0,0,0.022108,0.10006,0.030226,-0.083108,1,0.34104
-0.006538,-0.31882,0.0085986,0,0,0,0.021556,0.099357,0.030464,-0.081806,1,0.34452
-0.0062807,-0.31606,0.008424,0,0,0,0.021004,0.098652,0.030702,-0.080505,1,0.348
